cvg,mae,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/a,config/b,config/c,config/tau,config/E,config/T,config/dist_type,config/gene_process,config/mode,config/r,config/n_clients,config/n_sim,config/base_seed
0.67,0.16154226615864972,1746066081,,True,1,2025-05-01_02-21-21,2.492802381515503,2.492802381515503,2443632,qMxak3,172.17.0.3,2.492802381515503,1,"89_E=log,T=1000,a=0.9900,c=5,tau=0.3000",0.99,0,5,0.3,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.08156800422813784,1746066074,,True,1,2025-05-01_02-21-14,2.622650623321533,2.622650623321533,2434633,qMxak3,172.17.0.3,2.622650623321533,1,"85_E=5,T=1000,a=0.9000,c=5,tau=0.3000",0.9,0,5,0.3,5,1000,normal,hete,federated,0.25,10,100,2025
0.99,0.12777542648744677,1746066078,,True,1,2025-05-01_02-21-18,1.8982717990875244,1.8982717990875244,2439162,qMxak3,172.17.0.3,1.8982717990875244,1,"86_E=log,T=1000,a=0.9000,c=5,tau=0.3000",0.9,0,5,0.3,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.034329226375309656,1746066087,,True,1,2025-05-01_02-21-27,3.7697291374206543,3.7697291374206543,2449899,qMxak3,172.17.0.3,3.7697291374206543,1,"92_E=log,T=1000,a=0.5100,c=1,tau=0.5000",0.51,0,1,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.1634666246046194,1746066085,,True,1,2025-05-01_02-21-25,2.306330442428589,2.306330442428589,2449886,qMxak3,172.17.0.3,2.306330442428589,1,"93_E=1,T=1000,a=0.6000,c=1,tau=0.5000",0.6,0,1,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
0.22,0.26635623024804184,1746066091,,True,1,2025-05-01_02-21-31,0.49163031578063965,0.49163031578063965,2454985,qMxak3,172.17.0.3,0.49163031578063965,1,"96_E=1,T=1000,a=0.7000,c=1,tau=0.5000",0.7,0,1,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
0.92,0.05601559989039313,1746066096,,True,1,2025-05-01_02-21-36,3.941657066345215,3.941657066345215,2455383,qMxak3,172.17.0.3,3.941657066345215,1,"98_E=log,T=1000,a=0.7000,c=1,tau=0.5000",0.7,0,1,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.041370635649881346,1746066089,,True,1,2025-05-01_02-21-29,1.774439811706543,1.774439811706543,2454130,qMxak3,172.17.0.3,1.774439811706543,1,"94_E=5,T=1000,a=0.6000,c=1,tau=0.5000",0.6,0,1,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
0.0,0.37899430090242925,1746066094,,True,1,2025-05-01_02-21-34,1.3656983375549316,1.3656983375549316,2460082,qMxak3,172.17.0.3,1.3656983375549316,1,"99_E=1,T=1000,a=0.8000,c=1,tau=0.5000",0.8,0,1,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.04311344520222235,1746066090,,True,1,2025-05-01_02-21-30,2.664090156555176,2.664090156555176,2454135,qMxak3,172.17.0.3,2.664090156555176,1,"95_E=log,T=1000,a=0.6000,c=1,tau=0.5000",0.6,0,1,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.05264883176888929,1746066095,,True,1,2025-05-01_02-21-35,3.057502269744873,3.057502269744873,2455381,qMxak3,172.17.0.3,3.057502269744873,1,"97_E=5,T=1000,a=0.7000,c=1,tau=0.5000",0.7,0,1,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
0.82,0.06944875182376474,1746066101,,True,1,2025-05-01_02-21-41,3.6372628211975098,3.6372628211975098,2465896,qMxak3,172.17.0.3,3.6372628211975098,1,"101_E=log,T=1000,a=0.8000,c=1,tau=0.5000",0.8,0,1,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
0.0,0.4836059946653383,1746066100,,True,1,2025-05-01_02-21-40,2.093531847000122,2.093531847000122,2465898,qMxak3,172.17.0.3,2.093531847000122,1,"102_E=1,T=1000,a=0.9000,c=1,tau=0.5000",0.9,0,1,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
0.67,0.08122686390057647,1746066105,,True,1,2025-05-01_02-21-45,3.164214611053467,3.164214611053467,2470085,qMxak3,172.17.0.3,3.164214611053467,1,"104_E=log,T=1000,a=0.9000,c=1,tau=0.5000",0.9,0,1,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
0.0,0.5606345430008539,1746066105,,True,1,2025-05-01_02-21-45,0.8632462024688721,0.8632462024688721,2470796,qMxak3,172.17.0.3,0.8632462024688721,1,"105_E=1,T=1000,a=0.9900,c=1,tau=0.5000",0.99,0,1,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
0.73,0.07543891469663842,1746066104,,True,1,2025-05-01_02-21-44,1.9833290576934814,1.9833290576934814,2470086,qMxak3,172.17.0.3,1.9833290576934814,1,"103_E=5,T=1000,a=0.9000,c=1,tau=0.5000",0.9,0,1,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
0.88,0.06481312959833603,1746066100,,True,1,2025-05-01_02-21-40,2.703968048095703,2.703968048095703,2465895,qMxak3,172.17.0.3,2.703968048095703,1,"100_E=5,T=1000,a=0.8000,c=1,tau=0.5000",0.8,0,1,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
0.61,0.08983500019670426,1746066110,,True,1,2025-05-01_02-21-50,3.4476444721221924,3.4476444721221924,2472789,qMxak3,172.17.0.3,3.4476444721221924,1,"107_E=log,T=1000,a=0.9900,c=1,tau=0.5000",0.99,0,1,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
0.61,0.08325966758158568,1746066109,,True,1,2025-05-01_02-21-49,2.898733615875244,2.898733615875244,2472786,qMxak3,172.17.0.3,2.898733615875244,1,"106_E=5,T=1000,a=0.9900,c=1,tau=0.5000",0.99,0,1,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.03008306074700755,1746066116,,True,1,2025-05-01_02-21-56,4.101671934127808,4.101671934127808,2477749,qMxak3,172.17.0.3,4.101671934127808,1,"110_E=log,T=1000,a=0.5100,c=2,tau=0.5000",0.51,0,2,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.07094976242854838,1746066114,,True,1,2025-05-01_02-21-54,1.587146282196045,1.587146282196045,2479122,qMxak3,172.17.0.3,1.587146282196045,1,"111_E=1,T=1000,a=0.6000,c=2,tau=0.5000",0.6,0,2,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.027697836590375394,1746066115,,True,1,2025-05-01_02-21-55,3.4282310009002686,3.4282310009002686,2477750,qMxak3,172.17.0.3,3.4282310009002686,1,"109_E=5,T=1000,a=0.5100,c=2,tau=0.5000",0.51,0,2,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.051903504680178354,1746066109,,True,1,2025-05-01_02-21-49,1.890044927597046,1.890044927597046,2472787,qMxak3,172.17.0.3,1.890044927597046,1,"108_E=1,T=1000,a=0.5100,c=2,tau=0.5000",0.51,0,2,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.04976042848881713,1746066123,,True,1,2025-05-01_02-22-03,2.374896764755249,2.374896764755249,2485884,qMxak3,172.17.0.3,2.374896764755249,1,"116_E=log,T=1000,a=0.7000,c=2,tau=0.5000",0.7,0,2,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.12790953291642068,1746066119,,True,1,2025-05-01_02-21-59,1.657400131225586,1.657400131225586,2481300,qMxak3,172.17.0.3,1.657400131225586,1,"114_E=1,T=1000,a=0.7000,c=2,tau=0.5000",0.7,0,2,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.030253159822041274,1746066119,,True,1,2025-05-01_02-21-59,2.25606632232666,2.25606632232666,2481677,qMxak3,172.17.0.3,2.25606632232666,1,"112_E=5,T=1000,a=0.6000,c=2,tau=0.5000",0.6,0,2,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.051544612805762766,1746066129,,True,1,2025-05-01_02-22-09,2.875936985015869,2.875936985015869,2493610,qMxak3,172.17.0.3,2.875936985015869,1,"118_E=5,T=1000,a=0.8000,c=2,tau=0.5000",0.8,0,2,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.03538796053620915,1746066120,,True,1,2025-05-01_02-22-00,3.1443889141082764,3.1443889141082764,2481299,qMxak3,172.17.0.3,3.1443889141082764,1,"113_E=log,T=1000,a=0.6000,c=2,tau=0.5000",0.6,0,2,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.03859663210927453,1746066123,,True,1,2025-05-01_02-22-03,2.193312644958496,2.193312644958496,2485873,qMxak3,172.17.0.3,2.193312644958496,1,"115_E=5,T=1000,a=0.7000,c=2,tau=0.5000",0.7,0,2,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
0.73,0.23053494127293458,1746066124,,True,1,2025-05-01_02-22-04,0.7816996574401855,0.7816996574401855,2490410,qMxak3,172.17.0.3,0.7816996574401855,1,"117_E=1,T=1000,a=0.8000,c=2,tau=0.5000",0.8,0,2,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
0.89,0.0712357512663005,1746066130,,True,1,2025-05-01_02-22-10,3.752758264541626,3.752758264541626,2493584,qMxak3,172.17.0.3,3.752758264541626,1,"119_E=log,T=1000,a=0.8000,c=2,tau=0.5000",0.8,0,2,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
0.44,0.1180935529630563,1746066140,,True,1,2025-05-01_02-22-20,4.032512187957764,4.032512187957764,2499878,qMxak3,172.17.0.3,4.032512187957764,1,"125_E=log,T=1000,a=0.9900,c=2,tau=0.5000",0.99,0,2,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
0.69,0.08227530032452593,1746066139,,True,1,2025-05-01_02-22-19,3.5491087436676025,3.5491087436676025,2499885,qMxak3,172.17.0.3,3.5491087436676025,1,"124_E=5,T=1000,a=0.9900,c=2,tau=0.5000",0.99,0,2,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
0.0,0.4820000396625169,1746066133,,True,1,2025-05-01_02-22-13,1.4606800079345703,1.4606800079345703,2498220,qMxak3,172.17.0.3,1.4606800079345703,1,"123_E=1,T=1000,a=0.9900,c=2,tau=0.5000",0.99,0,2,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
0.06,0.36163501556206107,1746066128,,True,1,2025-05-01_02-22-08,2.3595826625823975,2.3595826625823975,2493625,qMxak3,172.17.0.3,2.3595826625823975,1,"120_E=1,T=1000,a=0.9000,c=2,tau=0.5000",0.9,0,2,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
0.85,0.0674130051767477,1746066134,,True,1,2025-05-01_02-22-14,2.8948116302490234,2.8948116302490234,2497268,qMxak3,172.17.0.3,2.8948116302490234,1,"121_E=5,T=1000,a=0.9000,c=2,tau=0.5000",0.9,0,2,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
0.58,0.09635776714181381,1746066134,,True,1,2025-05-01_02-22-14,3.4091458320617676,3.4091458320617676,2497267,qMxak3,172.17.0.3,3.4091458320617676,1,"122_E=log,T=1000,a=0.9000,c=2,tau=0.5000",0.9,0,2,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.026306872196350292,1746066149,,True,1,2025-05-01_02-22-29,2.690600633621216,2.690600633621216,2515341,qMxak3,172.17.0.3,2.690600633621216,1,"130_E=5,T=1000,a=0.6000,c=3,tau=0.5000",0.6,0,3,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.07847536200556642,1746066149,,True,1,2025-05-01_02-22-29,2.2599477767944336,2.2599477767944336,2515343,qMxak3,172.17.0.3,2.2599477767944336,1,"132_E=1,T=1000,a=0.7000,c=3,tau=0.5000",0.7,0,3,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.05188352814064398,1746066143,,True,1,2025-05-01_02-22-23,1.6931533813476562,1.6931533813476562,2510967,qMxak3,172.17.0.3,1.6931533813476562,1,"129_E=1,T=1000,a=0.6000,c=3,tau=0.5000",0.6,0,3,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.04534010596015967,1746066139,,True,1,2025-05-01_02-22-19,1.7501161098480225,1.7501161098480225,2504311,qMxak3,172.17.0.3,1.7501161098480225,1,"126_E=1,T=1000,a=0.5100,c=3,tau=0.5000",0.51,0,3,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.026170700010539734,1746066144,,True,1,2025-05-01_02-22-24,3.027547836303711,3.027547836303711,2506718,qMxak3,172.17.0.3,3.027547836303711,1,"127_E=5,T=1000,a=0.5100,c=3,tau=0.5000",0.51,0,3,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.028808707300515816,1746066145,,True,1,2025-05-01_02-22-25,3.697319984436035,3.697319984436035,2506686,qMxak3,172.17.0.3,3.697319984436035,1,"128_E=log,T=1000,a=0.5100,c=3,tau=0.5000",0.51,0,3,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.030453285168417873,1746066150,,True,1,2025-05-01_02-22-30,3.727668046951294,3.727668046951294,2515342,qMxak3,172.17.0.3,3.727668046951294,1,"131_E=log,T=1000,a=0.6000,c=3,tau=0.5000",0.6,0,3,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.038329513636210025,1746066154,,True,1,2025-05-01_02-22-34,2.6994664669036865,2.6994664669036865,2518783,qMxak3,172.17.0.3,2.6994664669036865,1,"134_E=log,T=1000,a=0.7000,c=3,tau=0.5000",0.7,0,3,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.1491602887344438,1746066154,,True,1,2025-05-01_02-22-34,0.5687565803527832,0.5687565803527832,2519768,qMxak3,172.17.0.3,0.5687565803527832,1,"135_E=1,T=1000,a=0.8000,c=3,tau=0.5000",0.8,0,3,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.028684086957340846,1746066153,,True,1,2025-05-01_02-22-33,2.295773983001709,2.295773983001709,2518782,qMxak3,172.17.0.3,2.295773983001709,1,"133_E=5,T=1000,a=0.7000,c=3,tau=0.5000",0.7,0,3,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
0.41,0.27718590404101123,1746066158,,True,1,2025-05-01_02-22-38,2.329925298690796,2.329925298690796,2524805,qMxak3,172.17.0.3,2.329925298690796,1,"138_E=1,T=1000,a=0.9000,c=3,tau=0.5000",0.9,0,3,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.05643340274284467,1746066159,,True,1,2025-05-01_02-22-39,3.5782630443573,3.5782630443573,2524784,qMxak3,172.17.0.3,3.5782630443573,1,"137_E=log,T=1000,a=0.8000,c=3,tau=0.5000",0.8,0,3,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.03668812949912243,1746066159,,True,1,2025-05-01_02-22-39,3.102055072784424,3.102055072784424,2524757,qMxak3,172.17.0.3,3.102055072784424,1,"136_E=5,T=1000,a=0.8000,c=3,tau=0.5000",0.8,0,3,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
0.86,0.06420359918392453,1746066167,,True,1,2025-05-01_02-22-47,2.228517532348633,2.228517532348633,2530041,qMxak3,172.17.0.3,2.228517532348633,1,"142_E=5,T=1000,a=0.9900,c=3,tau=0.5000",0.99,0,3,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
0.97,0.04957567204401694,1746066163,,True,1,2025-05-01_02-22-43,2.7986373901367188,2.7986373901367188,2528302,qMxak3,172.17.0.3,2.7986373901367188,1,"139_E=5,T=1000,a=0.9000,c=3,tau=0.5000",0.9,0,3,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
0.77,0.08411627817492368,1746066164,,True,1,2025-05-01_02-22-44,3.5863609313964844,3.5863609313964844,2528303,qMxak3,172.17.0.3,3.5863609313964844,1,"140_E=log,T=1000,a=0.9000,c=3,tau=0.5000",0.9,0,3,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
0.03,0.4133242271414307,1746066163,,True,1,2025-05-01_02-22-43,1.342498540878296,1.342498540878296,2529157,qMxak3,172.17.0.3,1.342498540878296,1,"141_E=1,T=1000,a=0.9900,c=3,tau=0.5000",0.99,0,3,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
0.47,0.11222192561661151,1746066167,,True,1,2025-05-01_02-22-47,2.350276470184326,2.350276470184326,2530125,qMxak3,172.17.0.3,2.350276470184326,1,"143_E=log,T=1000,a=0.9900,c=3,tau=0.5000",0.99,0,3,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.02681687844230252,1746066177,,True,1,2025-05-01_02-22-57,2.577036142349243,2.577036142349243,2540984,qMxak3,172.17.0.3,2.577036142349243,1,"148_E=5,T=1000,a=0.6000,c=4,tau=0.5000",0.6,0,4,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.029753366320919915,1746066174,,True,1,2025-05-01_02-22-54,3.7433853149414062,3.7433853149414062,2537064,qMxak3,172.17.0.3,3.7433853149414062,1,"146_E=log,T=1000,a=0.5100,c=4,tau=0.5000",0.51,0,4,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.029556918202034807,1746066178,,True,1,2025-05-01_02-22-58,3.154231071472168,3.154231071472168,2540985,qMxak3,172.17.0.3,3.154231071472168,1,"149_E=log,T=1000,a=0.6000,c=4,tau=0.5000",0.6,0,4,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.04923921426748303,1746066172,,True,1,2025-05-01_02-22-52,2.353163719177246,2.353163719177246,2537062,qMxak3,172.17.0.3,2.353163719177246,1,"147_E=1,T=1000,a=0.6000,c=4,tau=0.5000",0.6,0,4,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.02717586360258246,1746066173,,True,1,2025-05-01_02-22-53,2.6878654956817627,2.6878654956817627,2537063,qMxak3,172.17.0.3,2.6878654956817627,1,"145_E=5,T=1000,a=0.5100,c=4,tau=0.5000",0.51,0,4,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.05907224605051585,1746066177,,True,1,2025-05-01_02-22-57,1.5782334804534912,1.5782334804534912,2541304,qMxak3,172.17.0.3,1.5782334804534912,1,"150_E=1,T=1000,a=0.7000,c=4,tau=0.5000",0.7,0,4,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.04519593470760417,1746066168,,True,1,2025-05-01_02-22-48,0.9672544002532959,0.9672544002532959,2534455,qMxak3,172.17.0.3,0.9672544002532959,1,"144_E=1,T=1000,a=0.5100,c=4,tau=0.5000",0.51,0,4,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.0447826444159545,1746066188,,True,1,2025-05-01_02-23-08,3.613685131072998,3.613685131072998,2550502,qMxak3,172.17.0.3,3.613685131072998,1,"155_E=log,T=1000,a=0.8000,c=4,tau=0.5000",0.8,0,4,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.026925345581635184,1746066182,,True,1,2025-05-01_02-23-02,3.1642510890960693,3.1642510890960693,2543374,qMxak3,172.17.0.3,3.1642510890960693,1,"151_E=5,T=1000,a=0.7000,c=4,tau=0.5000",0.7,0,4,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.03063829070483713,1746066187,,True,1,2025-05-01_02-23-07,3.1464858055114746,3.1464858055114746,2550503,qMxak3,172.17.0.3,3.1464858055114746,1,"154_E=5,T=1000,a=0.8000,c=4,tau=0.5000",0.8,0,4,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
0.97,0.21415798643949102,1746066186,,True,1,2025-05-01_02-23-06,1.508666753768921,1.508666753768921,2550720,qMxak3,172.17.0.3,1.508666753768921,1,"156_E=1,T=1000,a=0.9000,c=4,tau=0.5000",0.9,0,4,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.10676907805175116,1746066182,,True,1,2025-05-01_02-23-02,2.3695459365844727,2.3695459365844727,2543565,qMxak3,172.17.0.3,2.3695459365844727,1,"153_E=1,T=1000,a=0.8000,c=4,tau=0.5000",0.8,0,4,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.032783060357421165,1746066183,,True,1,2025-05-01_02-23-03,3.464991569519043,3.464991569519043,2543466,qMxak3,172.17.0.3,3.464991569519043,1,"152_E=log,T=1000,a=0.7000,c=4,tau=0.5000",0.7,0,4,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
0.99,0.04557385782708081,1746066197,,True,1,2025-05-01_02-23-17,1.0522193908691406,1.0522193908691406,2559547,qMxak3,172.17.0.3,1.0522193908691406,1,"162_E=1,T=1000,a=0.5100,c=5,tau=0.5000",0.51,0,5,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
0.17,0.3568172826011098,1746066192,,True,1,2025-05-01_02-23-12,2.2541699409484863,2.2541699409484863,2555481,qMxak3,172.17.0.3,2.2541699409484863,1,"159_E=1,T=1000,a=0.9900,c=4,tau=0.5000",0.99,0,4,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
0.97,0.052974428949981035,1746066196,,True,1,2025-05-01_02-23-16,2.258026599884033,2.258026599884033,2559284,qMxak3,172.17.0.3,2.258026599884033,1,"160_E=5,T=1000,a=0.9900,c=4,tau=0.5000",0.99,0,4,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
0.99,0.06826775069670721,1746066193,,True,1,2025-05-01_02-23-13,3.5257933139801025,3.5257933139801025,2555479,qMxak3,172.17.0.3,3.5257933139801025,1,"158_E=log,T=1000,a=0.9000,c=4,tau=0.5000",0.9,0,4,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
0.67,0.09698188642396799,1746066196,,True,1,2025-05-01_02-23-16,2.354266881942749,2.354266881942749,2559285,qMxak3,172.17.0.3,2.354266881942749,1,"161_E=log,T=1000,a=0.9900,c=4,tau=0.5000",0.99,0,4,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.04011448418127895,1746066193,,True,1,2025-05-01_02-23-13,3.1978700160980225,3.1978700160980225,2555480,qMxak3,172.17.0.3,3.1978700160980225,1,"157_E=5,T=1000,a=0.9000,c=4,tau=0.5000",0.9,0,4,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
0.99,0.047890381029925905,1746066202,,True,1,2025-05-01_02-23-22,1.9952809810638428,1.9952809810638428,2562536,qMxak3,172.17.0.3,1.9952809810638428,1,"165_E=1,T=1000,a=0.6000,c=5,tau=0.5000",0.6,0,5,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.0529979952033567,1746066208,,True,1,2025-05-01_02-23-28,1.8065335750579834,1.8065335750579834,2569108,qMxak3,172.17.0.3,1.8065335750579834,1,"168_E=1,T=1000,a=0.7000,c=5,tau=0.5000",0.7,0,5,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.03235539843803254,1746066203,,True,1,2025-05-01_02-23-23,4.084618091583252,4.084618091583252,2562440,qMxak3,172.17.0.3,4.084618091583252,1,"164_E=log,T=1000,a=0.5100,c=5,tau=0.5000",0.51,0,5,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.031408799380092625,1746066208,,True,1,2025-05-01_02-23-28,4.00432276725769,4.00432276725769,2565877,qMxak3,172.17.0.3,4.00432276725769,1,"167_E=log,T=1000,a=0.6000,c=5,tau=0.5000",0.6,0,5,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.026965572228959754,1746066208,,True,1,2025-05-01_02-23-28,3.6933090686798096,3.6933090686798096,2565769,qMxak3,172.17.0.3,3.6933090686798096,1,"166_E=5,T=1000,a=0.6000,c=5,tau=0.5000",0.6,0,5,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.027558101135288872,1746066202,,True,1,2025-05-01_02-23-22,3.4567818641662598,3.4567818641662598,2562439,qMxak3,172.17.0.3,3.4567818641662598,1,"163_E=5,T=1000,a=0.5100,c=5,tau=0.5000",0.51,0,5,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.03868105051503627,1746066219,,True,1,2025-05-01_02-23-39,3.74723482131958,3.74723482131958,2579376,qMxak3,172.17.0.3,3.74723482131958,1,"173_E=log,T=1000,a=0.8000,c=5,tau=0.5000",0.8,0,5,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.08086645961333318,1746066212,,True,1,2025-05-01_02-23-32,2.2834720611572266,2.2834720611572266,2571836,qMxak3,172.17.0.3,2.2834720611572266,1,"171_E=1,T=1000,a=0.8000,c=5,tau=0.5000",0.8,0,5,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.027080066460249744,1746066218,,True,1,2025-05-01_02-23-38,2.985278367996216,2.985278367996216,2579377,qMxak3,172.17.0.3,2.985278367996216,1,"172_E=5,T=1000,a=0.8000,c=5,tau=0.5000",0.8,0,5,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.02637607911700842,1746066213,,True,1,2025-05-01_02-23-33,3.204392194747925,3.204392194747925,2571830,qMxak3,172.17.0.3,3.204392194747925,1,"169_E=5,T=1000,a=0.7000,c=5,tau=0.5000",0.7,0,5,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.16546054349375247,1746066217,,True,1,2025-05-01_02-23-37,1.570493221282959,1.570493221282959,2579594,qMxak3,172.17.0.3,1.570493221282959,1,"174_E=1,T=1000,a=0.9000,c=5,tau=0.5000",0.9,0,5,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.03204571425955238,1746066214,,True,1,2025-05-01_02-23-34,3.645331382751465,3.645331382751465,2571845,qMxak3,172.17.0.3,3.645331382751465,1,"170_E=log,T=1000,a=0.7000,c=5,tau=0.5000",0.7,0,5,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.041883411587219616,1746066228,,True,1,2025-05-01_02-23-48,2.4022305011749268,2.4022305011749268,2588125,qMxak3,172.17.0.3,2.4022305011749268,1,"178_E=5,T=1000,a=0.9900,c=5,tau=0.5000",0.99,0,5,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
0.57,0.3001817299498117,1746066223,,True,1,2025-05-01_02-23-43,2.3870460987091064,2.3870460987091064,2584339,qMxak3,172.17.0.3,2.3870460987091064,1,"177_E=1,T=1000,a=0.9900,c=5,tau=0.5000",0.99,0,5,0.5,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.056845469778703424,1746066224,,True,1,2025-05-01_02-23-44,3.8789095878601074,3.8789095878601074,2584338,qMxak3,172.17.0.3,3.8789095878601074,1,"176_E=log,T=1000,a=0.9000,c=5,tau=0.5000",0.9,0,5,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.11256603492336445,1746066228,,True,1,2025-05-01_02-23-48,1.2176082134246826,1.2176082134246826,2589057,qMxak3,172.17.0.3,1.2176082134246826,1,"180_E=1,T=1000,a=0.5100,c=1,tau=0.8000",0.51,0,1,0.8,1,1000,normal,hete,federated,0.25,10,100,2025
1.0,0.03257567268189875,1746066223,,True,1,2025-05-01_02-23-43,2.865344285964966,2.865344285964966,2584301,qMxak3,172.17.0.3,2.865344285964966,1,"175_E=5,T=1000,a=0.9000,c=5,tau=0.5000",0.9,0,5,0.5,5,1000,normal,hete,federated,0.25,10,100,2025
0.9,0.08297742980247824,1746066229,,True,1,2025-05-01_02-23-49,3.4230480194091797,3.4230480194091797,2588126,qMxak3,172.17.0.3,3.4230480194091797,1,"179_E=log,T=1000,a=0.9900,c=5,tau=0.5000",0.99,0,5,0.5,log,1000,normal,hete,federated,0.25,10,100,2025
